OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
207903717208013|48029131503|Census Tract 1315.03|2189209|0|G5020|S|207403717208013|48029131503|Census Tract 1315.03|2183514|0|G5020|S|2174199|0
207903717208016|48029131504|Census Tract 1315.04|4193083|0|G5020|S|20740513248878|48029121404|Census Tract 1214.04|6762127|390|G5020|S|6687|0
207903717208016|48029131504|Census Tract 1315.04|4193083|0|G5020|S|207403717208016|48029131504|Census Tract 1315.04|4200107|0|G5020|S|4186396|0
207903717208495|48029131505|Census Tract 1315.05|1461142|2526|G5020|S|207403717208495|48029131505|Census Tract 1315.05|1461142|2526|G5020|S|1461142|2526
207903717208079|48029131506|Census Tract 1315.06|9785526|30498|G5020|S|207403717208016|48029131504|Census Tract 1315.04|4200107|0|G5020|S|13711|0
207903717208079|48029131506|Census Tract 1315.06|9785526|30498|G5020|S|207403717208079|48029131506|Census Tract 1315.06|9771815|30498|G5020|S|9771815|30498
207903717208444|48029131507|Census Tract 1315.07|2165641|781|G5020|S|207403717208444|48029131507|Census Tract 1315.07|2165641|781|G5020|S|2165641|781
20790475827514|48029131601|Census Tract 1316.01|51590175|590007|G5020|S|20740475827514|48029131601|Census Tract 1316.01|52880905|605643|G5020|S|51534544|590007
20790475827514|48029131601|Census Tract 1316.01|51590175|590007|G5020|S|20740513248896|48029131700|Census Tract 1317|10333148|106356|G5020|S|55631|0
20790513248897|48029131606|Census Tract 1316.06|10042142|121032|G5020|S|20740513248897|48029131606|Census Tract 1316.06|10042142|121032|G5020|S|10042142|121032
207903717208488|48029131608|Census Tract 1316.08|4904366|14299|G5020|S|207403717208488|48029131608|Census Tract 1316.08|4906019|14299|G5020|S|4904366|14299
207903717207921|48029131609|Census Tract 1316.09|4770353|100412|G5020|S|207403717207921|48029131609|Census Tract 1316.09|4774655|100412|G5020|S|4770353|100412
207903717208494|48029131610|Census Tract 1316.10|1826199|0|G5020|S|207403717208494|48029131610|Census Tract 1316.10|1826199|0|G5020|S|1826199|0
207903717208182|48029131612|Census Tract 1316.12|2078575|45782|G5020|S|207403717208182|48029131612|Census Tract 1316.12|2078575|45782|G5020|S|2078575|45782
207903717208496|48029131614|Census Tract 1316.14|2570485|75952|G5020|S|207403717208496|48029131614|Census Tract 1316.14|2570485|75952|G5020|S|2570485|75952
207903717207920|48029131615|Census Tract 1316.15|10561321|187076|G5020|S|207403717208013|48029131503|Census Tract 1315.03|2183514|0|G5020|S|9315|0
207903717207920|48029131615|Census Tract 1316.15|10561321|187076|G5020|S|207403717208536|48029131611|Census Tract 1316.11|934066|7372|G5020|S|8298|3626
207903717207920|48029131615|Census Tract 1316.15|10561321|187076|G5020|S|207403717207920|48029131615|Census Tract 1316.15|10554057|185854|G5020|S|10543708|183450
2079015678638806|48029131616|Census Tract 1316.16|5959036|106378|G5020|S|207403717208536|48029131611|Census Tract 1316.11|934066|7372|G5020|S|925768|3746
2079015678638806|48029131616|Census Tract 1316.16|5959036|106378|G5020|S|207403717207903|48029131613|Census Tract 1316.13|5022919|100228|G5020|S|5022919|100228
2079015678638806|48029131616|Census Tract 1316.16|5959036|106378|G5020|S|207403717207920|48029131615|Census Tract 1316.15|10554057|185854|G5020|S|10349|2404
20790513248896|48029131700|Census Tract 1317|11739861|109695|G5020|S|20740513248886|48029121601|Census Tract 1216.01|3719364|21012|G5020|S|186461|0
20790513248896|48029131700|Census Tract 1317|11739861|109695|G5020|S|207403717208489|48029121701|Census Tract 1217.01|3302949|16120|G5020|S|127949|0
20790513248896|48029131700|Census Tract 1317|11739861|109695|G5020|S|20740475827514|48029131601|Census Tract 1316.01|52880905|605643|G5020|S|1146281|3339
20790513248896|48029131700|Census Tract 1317|11739861|109695|G5020|S|207403717208488|48029131608|Census Tract 1316.08|4906019|14299|G5020|S|1653|0
20790513248896|48029131700|Census Tract 1317|11739861|109695|G5020|S|20740513248896|48029131700|Census Tract 1317|10333148|106356|G5020|S|10277517|106356
207903717208482|48029131801|Census Tract 1318.01|103012471|747661|G5020|S|207403717208482|48029131801|Census Tract 1318.01|103012471|747661|G5020|S|103012471|747661
207903717208181|48029131802|Census Tract 1318.02|124498712|1379430|G5020|S|207403717208181|48029131802|Census Tract 1318.02|124498712|1379430|G5020|S|124498712|1379430
20790513248958|48029140100|Census Tract 1401|979342|0|G5020|S|207403717207859|48029110300|Census Tract 1103|1549961|0|G5020|S|2930|0
20790513248958|48029140100|Census Tract 1401|979342|0|G5020|S|20740513248958|48029140100|Census Tract 1401|986967|0|G5020|S|976412|0
20790513248874|48029140200|Census Tract 1402|1916564|0|G5020|S|20740513248874|48029140200|Census Tract 1402|1916564|0|G5020|S|1916564|0
20790513248872|48029140300|Census Tract 1403|1558743|10051|G5020|S|20740513248872|48029140300|Census Tract 1403|1558743|10051|G5020|S|1558743|10051
20790513248871|48029140400|Census Tract 1404|1516111|0|G5020|S|20740513248871|48029140400|Census Tract 1404|1536001|0|G5020|S|1516111|0
20790513248957|48029140500|Census Tract 1405|1532145|0|G5020|S|20740513248957|48029140500|Census Tract 1405|1532145|0|G5020|S|1532145|0
20790513248953|48029140600|Census Tract 1406|1207343|0|G5020|S|20740513248953|48029140600|Census Tract 1406|1207343|0|G5020|S|1207343|0
20790513248955|48029140700|Census Tract 1407|1837263|0|G5020|S|20740513248955|48029140700|Census Tract 1407|1837263|0|G5020|S|1837263|0
20790513248863|48029140800|Census Tract 1408|2127061|0|G5020|S|20740513248863|48029140800|Census Tract 1408|2127061|0|G5020|S|2127061|0
20790513248956|48029140900|Census Tract 1409|1189812|0|G5020|S|20740513248956|48029140900|Census Tract 1409|1189812|0|G5020|S|1189812|0
20790513248954|48029141000|Census Tract 1410|1797042|0|G5020|S|20740513248954|48029141000|Census Tract 1410|1797042|0|G5020|S|1797042|0
207903717208185|48029141101|Census Tract 1411.01|3411164|27621|G5020|S|207403717208185|48029141101|Census Tract 1411.01|3411164|27621|G5020|S|3411164|27621
207903717208183|48029141102|Census Tract 1411.02|1532608|0|G5020|S|207403717208183|48029141102|Census Tract 1411.02|1532608|0|G5020|S|1532608|0
20790513248951|48029141200|Census Tract 1412|3791692|0|G5020|S|20740513248951|48029141200|Census Tract 1412|3791692|0|G5020|S|3791692|0
20790513248952|48029141300|Census Tract 1413|7569427|43451|G5020|S|20740513248952|48029141300|Census Tract 1413|7569427|43451|G5020|S|7569427|43451
20790513248869|48029141402|Census Tract 1414.02|5807301|4385|G5020|S|20740513248869|48029141402|Census Tract 1414.02|5807301|4385|G5020|S|5807301|4385
207903717208485|48029141403|Census Tract 1414.03|1796666|0|G5020|S|207403717208485|48029141403|Census Tract 1414.03|1796666|0|G5020|S|1796666|0
207903717208184|48029141404|Census Tract 1414.04|2644403|0|G5020|S|207403717208184|48029141404|Census Tract 1414.04|2644403|0|G5020|S|2644403|0
20790513248950|48029141600|Census Tract 1416|3384803|6294|G5020|S|20740513248950|48029141600|Census Tract 1416|3384803|6294|G5020|S|3384803|6294
20790513248864|48029141700|Census Tract 1417|50911236|688693|G5020|S|20740513248864|48029141700|Census Tract 1417|50912691|634607|G5020|S|50908624|630691
20790513248864|48029141700|Census Tract 1417|50911236|688693|G5020|S|20740513248862|48029151900|Census Tract 1519|36243406|3305529|G5020|S|2612|58002
20790513248865|48029141800|Census Tract 1418|72820627|5819551|G5020|S|20740513248865|48029141800|Census Tract 1418|72820627|5819571|G5020|S|72820627|5819551
20790513248866|48029141900|Census Tract 1419|120714587|14730634|G5020|S|20740513248866|48029141900|Census Tract 1419|120714587|14730634|G5020|S|120714587|14730634
20790513248873|48029150100|Census Tract 1501|2444782|86587|G5020|S|20740513248873|48029150100|Census Tract 1501|2444782|86587|G5020|S|2444782|86587
20790513290334|48029150300|Census Tract 1503|2960537|79630|G5020|S|20740513290334|48029150300|Census Tract 1503|2963521|75419|G5020|S|2960537|75419
20790513290334|48029150300|Census Tract 1503|2960537|79630|G5020|S|20740513290198|48029150700|Census Tract 1507|2220834|4211|G5020|S|0|4211
20790513248857|48029150400|Census Tract 1504|1417687|0|G5020|S|20740513248857|48029150400|Census Tract 1504|1418893|0|G5020|S|1417687|0
20790513249029|48029150501|Census Tract 1505.01|1370199|0|G5020|S|20740513249029|48029150501|Census Tract 1505.01|1370199|0|G5020|S|1370199|0
20790513290356|48029150502|Census Tract 1505.02|1338553|0|G5020|S|20740513290356|48029150502|Census Tract 1505.02|1338553|0|G5020|S|1338553|0
20790513290424|48029150600|Census Tract 1506|1890312|0|G5020|S|20740513290334|48029150300|Census Tract 1503|2963521|75419|G5020|S|2984|0
20790513290424|48029150600|Census Tract 1506|1890312|0|G5020|S|20740513248857|48029150400|Census Tract 1504|1418893|0|G5020|S|1206|0
20790513290424|48029150600|Census Tract 1506|1890312|0|G5020|S|20740513290424|48029150600|Census Tract 1506|1886122|0|G5020|S|1886122|0
20790513290198|48029150700|Census Tract 1507|2220834|0|G5020|S|20740513290198|48029150700|Census Tract 1507|2220834|4211|G5020|S|2220834|0
20790513249009|48029150800|Census Tract 1508|4300488|124244|G5020|S|20740513249009|48029150800|Census Tract 1508|4300488|124244|G5020|S|4300488|124244
20790513287899|48029150900|Census Tract 1509|2754406|0|G5020|S|20740513287899|48029150900|Census Tract 1509|2754406|0|G5020|S|2754406|0
20790513290350|48029151000|Census Tract 1510|1583849|0|G5020|S|20740513290350|48029151000|Census Tract 1510|1583849|0|G5020|S|1583849|0
20790513270278|48029151100|Census Tract 1511|3463440|0|G5020|S|20740513270278|48029151100|Census Tract 1511|3463440|0|G5020|S|3463440|0
20790513290404|48029151200|Census Tract 1512|6990735|36902|G5020|S|20740513290404|48029151200|Census Tract 1512|6990735|36902|G5020|S|6990735|36902
207903717208510|48029151301|Census Tract 1513.01|3535945|39446|G5020|S|207403717208510|48029151301|Census Tract 1513.01|3535945|39446|G5020|S|3535945|39446
207903717208198|48029151302|Census Tract 1513.02|3272290|1622|G5020|S|207403717208198|48029151302|Census Tract 1513.02|3266262|1622|G5020|S|3266262|1622
207903717208198|48029151302|Census Tract 1513.02|3272290|1622|G5020|S|20740513248855|48029151700|Census Tract 1517|6265039|39645|G5020|S|6028|0
20790513290417|48029151400|Census Tract 1514|1876991|5113|G5020|S|20740513290417|48029151400|Census Tract 1514|1876991|5113|G5020|S|1876991|5113
20790513248851|48029151500|Census Tract 1515|1950006|0|G5020|S|20740513248851|48029151500|Census Tract 1515|1950006|0|G5020|S|1950006|0
20790513249018|48029151600|Census Tract 1516|3078853|0|G5020|S|20740513249018|48029151600|Census Tract 1516|3083925|0|G5020|S|3078853|0
20790513248855|48029151700|Census Tract 1517|6264083|39645|G5020|S|20740513249018|48029151600|Census Tract 1516|3083925|0|G5020|S|5072|0
20790513248855|48029151700|Census Tract 1517|6264083|39645|G5020|S|20740513248855|48029151700|Census Tract 1517|6265039|39645|G5020|S|6259011|39645
20790513248862|48029151900|Census Tract 1519|36243181|3251443|G5020|S|20740513248864|48029141700|Census Tract 1417|50912691|634607|G5020|S|4067|3916
20790513248862|48029151900|Census Tract 1519|36243181|3251443|G5020|S|20740513248862|48029151900|Census Tract 1519|36243406|3305529|G5020|S|36238614|3247527
20790513248862|48029151900|Census Tract 1519|36243181|3251443|G5020|S|20740513248848|48029152000|Census Tract 1520|45658686|734943|G5020|S|500|0
20790513248848|48029152000|Census Tract 1520|45803349|734943|G5020|S|20740513248862|48029151900|Census Tract 1519|36243406|3305529|G5020|S|2180|0
20790513248848|48029152000|Census Tract 1520|45803349|734943|G5020|S|20740513248848|48029152000|Census Tract 1520|45658686|734943|G5020|S|45658186|734943
20790513248848|48029152000|Census Tract 1520|45803349|734943|G5020|S|20740513290435|48029161200|Census Tract 1612|45787352|778241|G5020|S|142983|0
20790513248860|48029152100|Census Tract 1521|111654936|233003|G5020|S|20740513248860|48029152100|Census Tract 1521|111655115|233003|G5020|S|111654936|233003
207903717208197|48029152201|Census Tract 1522.01|82508932|1064632|G5020|S|20740513248865|48029141800|Census Tract 1418|72820627|5819571|G5020|S|0|20
207903717208197|48029152201|Census Tract 1522.01|82508932|1064632|G5020|S|207403717208197|48029152201|Census Tract 1522.01|82508932|1064612|G5020|S|82508932|1064612
207903717208187|48029152202|Census Tract 1522.02|74847036|347510|G5020|S|207403717208187|48029152202|Census Tract 1522.02|74847036|347510|G5020|S|74847036|347510
20790513248868|48029160100|Census Tract 1601|2492063|115558|G5020|S|20740513248868|48029160100|Census Tract 1601|2492063|115558|G5020|S|2492063|115558
20790513248945|48029160200|Census Tract 1602|1088272|0|G5020|S|20740513248945|48029160200|Census Tract 1602|1088272|0|G5020|S|1088272|0
20790513248985|48029160300|Census Tract 1603|1764367|0|G5020|S|20740513248985|48029160300|Census Tract 1603|1764367|0|G5020|S|1764367|0
20790513249031|48029160400|Census Tract 1604|2835670|0|G5020|S|20740513249031|48029160400|Census Tract 1604|2835670|0|G5020|S|2835670|0
207903717208418|48029160501|Census Tract 1605.01|1380740|0|G5020|S|207403717208418|48029160501|Census Tract 1605.01|1380740|0|G5020|S|1380740|0
207903717208257|48029160502|Census Tract 1605.02|1945050|0|G5020|S|207403717208257|48029160502|Census Tract 1605.02|1945050|0|G5020|S|1945050|0
20790513248986|48029160600|Census Tract 1606|2200749|0|G5020|S|20740513248986|48029160600|Census Tract 1606|2200749|0|G5020|S|2200749|0
20790513248846|48029160701|Census Tract 1607.01|2602283|0|G5020|S|20740513248846|48029160701|Census Tract 1607.01|2656483|0|G5020|S|2588410|0
20790513248846|48029160701|Census Tract 1607.01|2602283|0|G5020|S|20740513290440|48029980100|Census Tract 9801|14372030|42980|G5020|S|13873|0
20790513248944|48029160702|Census Tract 1607.02|2935415|0|G5020|S|20740513248944|48029160702|Census Tract 1607.02|2935415|0|G5020|S|2935415|0
207903717208410|48029160901|Census Tract 1609.01|2483732|0|G5020|S|207403717208410|48029160901|Census Tract 1609.01|2483732|0|G5020|S|2483732|0
207903717208199|48029160902|Census Tract 1609.02|2585534|428|G5020|S|207403717208199|48029160902|Census Tract 1609.02|2585534|428|G5020|S|2585534|428
20790513290362|48029161000|Census Tract 1610|7390356|40596|G5020|S|20740513290362|48029161000|Census Tract 1610|7390356|40596|G5020|S|7390356|40596
20790513248849|48029161100|Census Tract 1611|10119455|16207|G5020|S|20740513248849|48029161100|Census Tract 1611|10119455|16207|G5020|S|10119455|16207
20790513290435|48029161200|Census Tract 1612|45644369|778241|G5020|S|20740513290435|48029161200|Census Tract 1612|45787352|778241|G5020|S|45644369|778241
20790513248858|48029161302|Census Tract 1613.02|3411583|24064|G5020|S|20740513248858|48029161302|Census Tract 1613.02|3411583|24064|G5020|S|3411583|24064
207903717208409|48029161303|Census Tract 1613.03|1183190|0|G5020|S|207403717208409|48029161303|Census Tract 1613.03|1183190|0|G5020|S|1183190|0
207903717208200|48029161304|Census Tract 1613.04|6524443|27747|G5020|S|207403717208200|48029161304|Census Tract 1613.04|6519688|27747|G5020|S|6519688|27747
207903717208200|48029161304|Census Tract 1613.04|6524443|27747|G5020|S|20740513290440|48029980100|Census Tract 9801|14372030|42980|G5020|S|4755|0
20790513248845|48029161400|Census Tract 1614|10999478|0|G5020|S|20740513248845|48029161400|Census Tract 1614|11185802|0|G5020|S|10967569|0
20790513248845|48029161400|Census Tract 1614|10999478|0|G5020|S|20740513248840|48029161600|Census Tract 1616|6468368|7099|G5020|S|30089|0
20790513248845|48029161400|Census Tract 1614|10999478|0|G5020|S|20740513290440|48029980100|Census Tract 9801|14372030|42980|G5020|S|1820|0
20790513248841|48029161501|Census Tract 1615.01|4090193|0|G5020|S|20740513248845|48029161400|Census Tract 1614|11185802|0|G5020|S|18097|0
20790513248841|48029161501|Census Tract 1615.01|4090193|0|G5020|S|20740513248841|48029161501|Census Tract 1615.01|4048492|0|G5020|S|4048492|0
20790513248841|48029161501|Census Tract 1615.01|4090193|0|G5020|S|20740513290440|48029980100|Census Tract 9801|14372030|42980|G5020|S|23604|0
207903717208260|48029161503|Census Tract 1615.03|2331253|0|G5020|S|207403717208260|48029161503|Census Tract 1615.03|2331253|0|G5020|S|2331253|0
207903717208258|48029161504|Census Tract 1615.04|2292120|23704|G5020|S|207403717208258|48029161504|Census Tract 1615.04|2292120|23704|G5020|S|2292120|23704
20790513248840|48029161600|Census Tract 1616|6340742|7099|G5020|S|20740513248845|48029161400|Census Tract 1614|11185802|0|G5020|S|171563|0
20790513248840|48029161600|Census Tract 1616|6340742|7099|G5020|S|20740513248840|48029161600|Census Tract 1616|6468368|7099|G5020|S|6168463|7099
20790513248840|48029161600|Census Tract 1616|6340742|7099|G5020|S|20740513290440|48029980100|Census Tract 9801|14372030|42980|G5020|S|716|0
207903717208439|48029161801|Census Tract 1618.01|2208973|7983|G5020|S|207403717208439|48029161801|Census Tract 1618.01|2208973|7983|G5020|S|2208973|7983
207903717208235|48029161802|Census Tract 1618.02|21565800|251993|G5020|S|207403717208235|48029161802|Census Tract 1618.02|22086436|251405|G5020|S|21332217|251405
207903717208235|48029161802|Census Tract 1618.02|21565800|251993|G5020|S|20740513290448|48029980003|Census Tract 9800.03|15624847|5014|G5020|S|233583|588
207903717208216|48029161901|Census Tract 1619.01|20171886|475879|G5020|S|207403717208216|48029161901|Census Tract 1619.01|20171886|475879|G5020|S|20171886|475879
207903717208255|48029161902|Census Tract 1619.02|123287590|1884202|G5020|S|207403717208255|48029161902|Census Tract 1619.02|123238136|1884202|G5020|S|123238136|1884202
207903717208255|48029161902|Census Tract 1619.02|123287590|1884202|G5020|S|207403717208240|48029162004|Census Tract 1620.04|54519564|597647|G5020|S|49454|0
20790513248847|48029162001|Census Tract 1620.01|46389993|503742|G5020|S|20740513248847|48029162001|Census Tract 1620.01|46389993|503742|G5020|S|46389993|503742
207903717208256|48029162003|Census Tract 1620.03|45319240|109526|G5020|S|20740513248860|48029152100|Census Tract 1521|111655115|233003|G5020|S|179|0
207903717208256|48029162003|Census Tract 1620.03|45319240|109526|G5020|S|207403717208256|48029162003|Census Tract 1620.03|45319061|109526|G5020|S|45319061|109526
207903717208240|48029162004|Census Tract 1620.04|54470110|597647|G5020|S|207403717208240|48029162004|Census Tract 1620.04|54519564|597647|G5020|S|54470110|597647
20790513290429|48029170101|Census Tract 1701.01|1150840|45850|G5020|S|20740513290429|48029170101|Census Tract 1701.01|1150840|45850|G5020|S|1150840|45850
20790513248859|48029170102|Census Tract 1701.02|1157141|65856|G5020|S|20740513248859|48029170102|Census Tract 1701.02|1157141|65856|G5020|S|1157141|65856
20790513248941|48029170200|Census Tract 1702|1730790|0|G5020|S|20740513248941|48029170200|Census Tract 1702|1730790|0|G5020|S|1730790|0
20790513248987|48029170300|Census Tract 1703|1860336|166812|G5020|S|20740513248987|48029170300|Census Tract 1703|1860336|166812|G5020|S|1860336|166812
20790513248942|48029170401|Census Tract 1704.01|1347181|0|G5020|S|20740513248942|48029170401|Census Tract 1704.01|1347181|0|G5020|S|1347181|0
20790513248943|48029170402|Census Tract 1704.02|1552460|0|G5020|S|20740513248943|48029170402|Census Tract 1704.02|1552460|0|G5020|S|1552460|0
20790513248856|48029170500|Census Tract 1705|2076269|216198|G5020|S|20740513248856|48029170500|Census Tract 1705|2077100|216198|G5020|S|2076269|216198
20790513249030|48029170600|Census Tract 1706|1942373|0|G5020|S|20740513249030|48029170600|Census Tract 1706|1942373|0|G5020|S|1942373|0
20790513248838|48029170700|Census Tract 1707|1861300|0|G5020|S|20740513248838|48029170700|Census Tract 1707|1861300|0|G5020|S|1861300|0
20790513290345|48029170800|Census Tract 1708|969854|56124|G5020|S|20740513290345|48029170800|Census Tract 1708|969854|56124|G5020|S|969854|56124
20790513248992|48029170900|Census Tract 1709|1844410|13947|G5020|S|20740513248992|48029170900|Census Tract 1709|1844410|13947|G5020|S|1844410|13947
20790513248839|48029171000|Census Tract 1710|1539348|0|G5020|S|20740513248839|48029171000|Census Tract 1710|1539933|0|G5020|S|1539348|0
20790513248988|48029171100|Census Tract 1711|1847465|0|G5020|S|20740513248988|48029171100|Census Tract 1711|1847465|0|G5020|S|1847465|0
20790513248981|48029171200|Census Tract 1712|2342831|0|G5020|S|20740513248839|48029171000|Census Tract 1710|1539933|0|G5020|S|585|0
20790513248981|48029171200|Census Tract 1712|2342831|0|G5020|S|20740513248981|48029171200|Census Tract 1712|2342246|0|G5020|S|2342246|0
207903717208284|48029171301|Census Tract 1713.01|1126423|0|G5020|S|207403717208284|48029171301|Census Tract 1713.01|1126423|0|G5020|S|1126423|0
207903717208288|48029171302|Census Tract 1713.02|1873871|0|G5020|S|207403717208288|48029171302|Census Tract 1713.02|1873871|0|G5020|S|1873871|0
207903717208290|48029171401|Census Tract 1714.01|1944787|13846|G5020|S|207403717208290|48029171401|Census Tract 1714.01|1944787|13846|G5020|S|1944787|13846
207903717208287|48029171402|Census Tract 1714.02|2117178|9546|G5020|S|207403717208287|48029171402|Census Tract 1714.02|2117178|9546|G5020|S|2117178|9546
207903717208289|48029171501|Census Tract 1715.01|1574236|0|G5020|S|207403717208289|48029171501|Census Tract 1715.01|1574236|0|G5020|S|1574236|0
207903717208263|48029171502|Census Tract 1715.02|2013318|0|G5020|S|207403717208263|48029171502|Census Tract 1715.02|2013318|0|G5020|S|2013318|0
207903717208262|48029171601|Census Tract 1716.01|3062640|55281|G5020|S|207403717208262|48029171601|Census Tract 1716.01|3062640|55281|G5020|S|3062640|55281
207903717208261|48029171602|Census Tract 1716.02|8127748|31507|G5020|S|20740513248840|48029161600|Census Tract 1616|6468368|7099|G5020|S|9940|0
207903717208261|48029171602|Census Tract 1716.02|8127748|31507|G5020|S|207403717208261|48029171602|Census Tract 1716.02|8117808|31507|G5020|S|8117808|31507
20790513249036|48029171700|Census Tract 1717|10635977|31619|G5020|S|20740513249036|48029171700|Census Tract 1717|10635977|31619|G5020|S|10635977|31619
20790513267639|48029171801|Census Tract 1718.01|2220714|0|G5020|S|20740513267639|48029171801|Census Tract 1718.01|2220714|0|G5020|S|2220714|0
20790513250724|48029171802|Census Tract 1718.02|2524781|5830|G5020|S|20740513250724|48029171802|Census Tract 1718.02|2524781|5830|G5020|S|2524781|5830
20790513249024|48029171903|Census Tract 1719.03|3230423|1510|G5020|S|20740513249024|48029171903|Census Tract 1719.03|3124592|1510|G5020|S|3124592|1510
20790513249024|48029171903|Census Tract 1719.03|3230423|1510|G5020|S|207403717208268|48029171920|Census Tract 1719.20|5876523|30814|G5020|S|105831|0
20790513290316|48029171912|Census Tract 1719.12|8387987|562|G5020|S|20740513290316|48029171912|Census Tract 1719.12|8387987|562|G5020|S|8387987|562
207903717208280|48029171913|Census Tract 1719.13|1643005|0|G5020|S|207403717208280|48029171913|Census Tract 1719.13|1643005|0|G5020|S|1643005|0
207903717208291|48029171914|Census Tract 1719.14|2050004|4915|G5020|S|207403717208291|48029171914|Census Tract 1719.14|2024536|4915|G5020|S|2024536|4915
207903717208291|48029171914|Census Tract 1719.14|2050004|4915|G5020|S|207403717208292|48029171917|Census Tract 1719.17|3114440|0|G5020|S|6251|0
207903717208291|48029171914|Census Tract 1719.14|2050004|4915|G5020|S|207403717208293|48029171918|Census Tract 1719.18|8439683|42012|G5020|S|19217|0
207903717208434|48029171915|Census Tract 1719.15|1027172|17172|G5020|S|207403717208434|48029171915|Census Tract 1719.15|1027172|17172|G5020|S|1027172|17172
207903717208283|48029171916|Census Tract 1719.16|5575701|9579|G5020|S|207403717208283|48029171916|Census Tract 1719.16|5553917|9579|G5020|S|5553917|9579
207903717208283|48029171916|Census Tract 1719.16|5575701|9579|G5020|S|207403717208292|48029171917|Census Tract 1719.17|3114440|0|G5020|S|21784|0
207903717208292|48029171917|Census Tract 1719.17|3122652|0|G5020|S|207403717208292|48029171917|Census Tract 1719.17|3114440|0|G5020|S|3086405|0
207903717208292|48029171917|Census Tract 1719.17|3122652|0|G5020|S|207403717208293|48029171918|Census Tract 1719.18|8439683|42012|G5020|S|36247|0
207903717208293|48029171918|Census Tract 1719.18|8378558|42012|G5020|S|207403717208293|48029171918|Census Tract 1719.18|8439683|42012|G5020|S|8378558|42012
207903717208259|48029171919|Census Tract 1719.19|2071053|1377|G5020|S|207403717208259|48029171919|Census Tract 1719.19|2071053|1377|G5020|S|2071053|1377
207903717208268|48029171920|Census Tract 1719.20|5770692|30814|G5020|S|207403717208268|48029171920|Census Tract 1719.20|5876523|30814|G5020|S|5770692|30814
207903717208436|48029171921|Census Tract 1719.21|2276867|2066|G5020|S|207403717208436|48029171921|Census Tract 1719.21|2276867|2066|G5020|S|2276867|2066
207903717208264|48029171922|Census Tract 1719.22|2871338|13723|G5020|S|207403717208264|48029171922|Census Tract 1719.22|2871338|13723|G5020|S|2871338|13723
207903717208437|48029171923|Census Tract 1719.23|3690255|0|G5020|S|207403717208437|48029171923|Census Tract 1719.23|3723111|0|G5020|S|3690255|0
207903717208298|48029171924|Census Tract 1719.24|4694228|24970|G5020|S|207403717208298|48029171924|Census Tract 1719.24|4678898|24970|G5020|S|4673766|24970
207903717208298|48029171924|Census Tract 1719.24|4694228|24970|G5020|S|207403717208296|48029171925|Census Tract 1719.25|4513841|9108|G5020|S|20462|0
2079015678641976|48029171926|Census Tract 1719.26|3301430|1475|G5020|S|20740513290328|48029171902|Census Tract 1719.02|7500284|58228|G5020|S|3273389|1475
2079015678641976|48029171926|Census Tract 1719.26|3301430|1475|G5020|S|207403717208437|48029171923|Census Tract 1719.23|3723111|0|G5020|S|23067|0
2079015678641976|48029171926|Census Tract 1719.26|3301430|1475|G5020|S|207403717208298|48029171924|Census Tract 1719.24|4678898|24970|G5020|S|4974|0
2079015678637050|48029171927|Census Tract 1719.27|4232714|56753|G5020|S|20740513290328|48029171902|Census Tract 1719.02|7500284|58228|G5020|S|4226895|56753
2079015678637050|48029171927|Census Tract 1719.27|4232714|56753|G5020|S|207403717208293|48029171918|Census Tract 1719.18|8439683|42012|G5020|S|5661|0
2079015678637050|48029171927|Census Tract 1719.27|4232714|56753|G5020|S|207403717208298|48029171924|Census Tract 1719.24|4678898|24970|G5020|S|158|0
2079015678638660|48029171928|Census Tract 1719.28|3269648|6856|G5020|S|207403717208437|48029171923|Census Tract 1719.23|3723111|0|G5020|S|9789|0
2079015678638660|48029171928|Census Tract 1719.28|3269648|6856|G5020|S|207403717208296|48029171925|Census Tract 1719.25|4513841|9108|G5020|S|3259859|6856
2079015678638357|48029171929|Census Tract 1719.29|1233520|2252|G5020|S|207403717208296|48029171925|Census Tract 1719.25|4513841|9108|G5020|S|1233520|2252
20790513290299|48029172002|Census Tract 1720.02|55731939|120039|G5020|S|20740513290299|48029172002|Census Tract 1720.02|55729979|120039|G5020|S|55729979|120039
20790513290299|48029172002|Census Tract 1720.02|55731939|120039|G5020|S|207403717208435|48029172003|Census Tract 1720.03|3388091|0|G5020|S|1960|0
207903717208435|48029172003|Census Tract 1720.03|3417168|0|G5020|S|207403717208435|48029172003|Census Tract 1720.03|3388091|0|G5020|S|3386131|0
207903717208435|48029172003|Census Tract 1720.03|3417168|0|G5020|S|207403717208294|48029172007|Census Tract 1720.07|15692887|5041|G5020|S|31037|0
207903717208299|48029172004|Census Tract 1720.04|23479143|48265|G5020|S|207403717208299|48029172004|Census Tract 1720.04|23488621|48265|G5020|S|23470692|48265
207903717208299|48029172004|Census Tract 1720.04|23479143|48265|G5020|S|207403717208295|48029172005|Census Tract 1720.05|5888123|369|G5020|S|8451|0
