OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
20790209577245|48001950100|Census Tract 9501|483306613|7864313|G5020|S|20740209577245|48001950100|Census Tract 9501|483306613|7864313|G5020|S|483306613|7864313
207903549666454|48001950401|Census Tract 9504.01|16509268|298419|G5020|S|207403549666454|48001950401|Census Tract 9504.01|16507380|298419|G5020|S|16507380|298419
207903549666454|48001950401|Census Tract 9504.01|16509268|298419|G5020|S|207403549669188|48001951100|Census Tract 9511|769914685|12867474|G5020|S|1888|0
207903549666344|48001950402|Census Tract 9504.02|71134275|2626492|G5020|S|207403549666344|48001950402|Census Tract 9504.02|72472038|2627857|G5020|S|71134275|2626492
20790209577300|48001950500|Census Tract 9505|23132052|99223|G5020|S|20740209577300|48001950500|Census Tract 9505|23132052|99223|G5020|S|23132052|99223
20790209577317|48001950600|Census Tract 9506|20653882|329641|G5020|S|20740209577317|48001950600|Census Tract 9506|20653882|329641|G5020|S|20653882|329641
20790209577331|48001950700|Census Tract 9507|6720934|6724|G5020|S|20740209577331|48001950700|Census Tract 9507|6720934|6724|G5020|S|6720934|6724
20790209577350|48001950800|Census Tract 9508|10429389|92101|G5020|S|20740209577350|48001950800|Census Tract 9508|10627622|92101|G5020|S|10429389|92101
207903549665981|48001950901|Census Tract 9509.01|290214322|4738880|G5020|S|20740209577350|48001950800|Census Tract 9508|10627622|92101|G5020|S|198233|0
207903549665981|48001950901|Census Tract 9509.01|290214322|4738880|G5020|S|207403549665981|48001950901|Census Tract 9509.01|290032533|4738880|G5020|S|290016089|4738880
207903549664428|48001950902|Census Tract 9509.02|441347126|4984901|G5020|S|207403549665981|48001950901|Census Tract 9509.01|290032533|4738880|G5020|S|16444|0
207903549664428|48001950902|Census Tract 9509.02|441347126|4984901|G5020|S|207403549664428|48001950902|Census Tract 9509.02|441330682|4984901|G5020|S|441330682|4984901
2079015751080367|48001951001|Census Tract 9510.01|358736667|3015204|G5020|S|20740209577229|48001951000|Census Tract 9510|617466407|5935513|G5020|S|358736667|3015204
2079015751082240|48001951002|Census Tract 9510.02|258729740|2920309|G5020|S|20740209577229|48001951000|Census Tract 9510|617466407|5935513|G5020|S|258729740|2920309
207903549669188|48001951100|Census Tract 9511|771250560|12868839|G5020|S|207403549666344|48001950402|Census Tract 9504.02|72472038|2627857|G5020|S|1337763|1365
207903549669188|48001951100|Census Tract 9511|771250560|12868839|G5020|S|207403549669188|48001951100|Census Tract 9511|769914685|12867474|G5020|S|769912797|12867474
20790210668017|48003950100|Census Tract 9501|2624013311|0|G5020|S|20740210668017|48003950100|Census Tract 9501|2624013311|0|G5020|S|2624013311|0
20790210668033|48003950200|Census Tract 9502|5118685|0|G5020|S|20740210668033|48003950200|Census Tract 9502|5106090|0|G5020|S|5106090|0
20790210668033|48003950200|Census Tract 9502|5118685|0|G5020|S|20740210668049|48003950300|Census Tract 9503|5189566|30529|G5020|S|12595|0
20790210668049|48003950300|Census Tract 9503|5174103|30529|G5020|S|20740210668049|48003950300|Census Tract 9503|5189566|30529|G5020|S|5174103|30529
20790210668067|48003950400|Census Tract 9504|1252544160|926510|G5020|S|20740210668049|48003950300|Census Tract 9503|5189566|30529|G5020|S|2868|0
20790210668067|48003950400|Census Tract 9504|1252544160|926510|G5020|S|20740210668067|48003950400|Census Tract 9504|1252541292|926510|G5020|S|1252541292|926510
20790211841283|48005000102|Census Tract 1.02|156393312|2427164|G5020|S|20740211841283|48005000102|Census Tract 1.02|156393312|2427164|G5020|S|156393312|2427164
2079015486674181|48005000103|Census Tract 1.03|124480372|1111977|G5020|S|207403549707161|48005000101|Census Tract 1.01|253293651|2668117|G5020|S|124299807|1111977
2079015486674181|48005000103|Census Tract 1.03|124480372|1111977|G5020|S|207401049794973|48347950301|Census Tract 9503.01|445619360|9295379|G5020|S|180565|0
2079015486674179|48005000104|Census Tract 1.04|128993844|1556140|G5020|S|207403549707161|48005000101|Census Tract 1.01|253293651|2668117|G5020|S|128993844|1556140
2079015486674174|48005000201|Census Tract 2.01|41132341|247850|G5020|S|20740211841221|48005000200|Census Tract 2|125721411|4344721|G5020|S|41132341|247850
2079015486674095|48005000202|Census Tract 2.02|84588178|4096871|G5020|S|20740211841221|48005000200|Census Tract 2|125721411|4344721|G5020|S|84588178|4096871
207903549715089|48005000301|Census Tract 3.01|36476517|314841|G5020|S|207403549715089|48005000301|Census Tract 3.01|36476517|314841|G5020|S|36476517|314841
207903549712416|48005000302|Census Tract 3.02|58040153|426743|G5020|S|207403549712416|48005000302|Census Tract 3.02|58040153|426743|G5020|S|58040153|426743
20790211841238|48005000400|Census Tract 4|12636472|60868|G5020|S|20740211841238|48005000400|Census Tract 4|12636472|60868|G5020|S|12636472|60868
20790211841247|48005000500|Census Tract 5|14970464|307614|G5020|S|20740211841247|48005000500|Census Tract 5|14970464|307614|G5020|S|14970464|307614
20790211841253|48005000600|Census Tract 6|15268262|68517|G5020|S|20740211841221|48005000200|Census Tract 2|125721411|4344721|G5020|S|892|0
20790211841253|48005000600|Census Tract 6|15268262|68517|G5020|S|20740211841253|48005000600|Census Tract 6|15267370|68517|G5020|S|15267370|68517
20790211841276|48005000700|Census Tract 7|2872585|0|G5020|S|20740211841276|48005000700|Census Tract 7|2872942|0|G5020|S|2872585|0
20790211841262|48005000800|Census Tract 8|18951416|147966|G5020|S|20740211841262|48005000800|Census Tract 8|18951416|147966|G5020|S|18951416|147966
207903549710575|48005000902|Census Tract 9.02|10949855|97072|G5020|S|207403549710575|48005000902|Census Tract 9.02|10949855|97072|G5020|S|10949855|97072
2079015486674143|48005000903|Census Tract 9.03|5182715|4758|G5020|S|207403549715502|48005000901|Census Tract 9.01|9875347|6561|G5020|S|5182715|4758
2079015486674108|48005000904|Census Tract 9.04|4692989|1803|G5020|S|20740211841276|48005000700|Census Tract 7|2872942|0|G5020|S|357|0
2079015486674108|48005000904|Census Tract 9.04|4692989|1803|G5020|S|207403549715502|48005000901|Census Tract 9.01|9875347|6561|G5020|S|4692632|1803
207903549714249|48005001001|Census Tract 10.01|82749438|2591811|G5020|S|207403549714249|48005001001|Census Tract 10.01|82749438|2591811|G5020|S|82749438|2591811
207903549710156|48005001002|Census Tract 10.02|225235622|1495765|G5020|S|207403549710156|48005001002|Census Tract 10.02|225235622|1495765|G5020|S|225235622|1495765
2079015486674099|48005001101|Census Tract 11.01|80475884|657012|G5020|S|20740211841213|48005001100|Census Tract 11|240366529|23258665|G5020|S|80475884|657012
2079015486674097|48005001102|Census Tract 11.02|159890645|22601653|G5020|S|20740211841213|48005001100|Census Tract 11|240366529|23258665|G5020|S|159890645|22601653
20790211841293|48005001200|Census Tract 12|399114976|98858733|G5020|S|20740211841293|48005001200|Census Tract 12|399114976|98858733|G5020|S|399114976|98858733
20790211841304|48005001300|Census Tract 13|403364772|36224933|G5020|S|20740211841304|48005001300|Census Tract 13|403364772|36224933|G5020|S|403364772|36224933
2079015503611301|48007950101|Census Tract 9501.01|451321970|338777752|G5020|S|20740212381165|48007950100|Census Tract 9501|474836655|467090161|G5020|S|451321970|338777752
2079015503611323|48007950102|Census Tract 9501.02|15809693|85020466|G5020|S|20740212381165|48007950100|Census Tract 9501|474836655|467090161|G5020|S|15809693|85020466
2079015503611280|48007950103|Census Tract 9501.03|7703701|43291943|G5020|S|20740212381165|48007950100|Census Tract 9501|474836655|467090161|G5020|S|7703701|43291943
20790212381175|48007950200|Census Tract 9502|2686719|17605331|G5020|S|20740212381165|48007950100|Census Tract 9501|474836655|467090161|G5020|S|1255|0
20790212381175|48007950200|Census Tract 9502|2686719|17605331|G5020|S|20740212381175|48007950200|Census Tract 9502|2685464|17605331|G5020|S|2685464|17605331
2079015503611296|48007950301|Census Tract 9503.01|10589320|25393|G5020|S|20740212381185|48007950300|Census Tract 9503|16782890|33834|G5020|S|10589320|25393
2079015503611354|48007950302|Census Tract 9503.02|6193570|8441|G5020|S|20740212381185|48007950300|Census Tract 9503|16782890|33834|G5020|S|6193570|8441
20790212381195|48007950400|Census Tract 9504|6040757|0|G5020|S|20740212381195|48007950400|Census Tract 9504|6040757|0|G5020|S|6040757|0
2079015503611286|48007950501|Census Tract 9505.01|109751102|27931288|G5020|S|20740212381165|48007950100|Census Tract 9501|474836655|467090161|G5020|S|36|0
2079015503611286|48007950501|Census Tract 9505.01|109751102|27931288|G5020|S|20740212381207|48007950500|Census Tract 9505|152511014|69292979|G5020|S|109751066|27931288
2079015503611325|48007950502|Census Tract 9505.02|17003098|1650994|G5020|S|20740212381207|48007950500|Census Tract 9505|152511014|69292979|G5020|S|17003098|1650994
2079015503611299|48007950503|Census Tract 9505.03|25756850|39710697|G5020|S|20740212381207|48007950500|Census Tract 9505|152511014|69292979|G5020|S|25756850|39710697
207903716698183|48007990000|Census Tract 9900|0|160515896|G5020|S|207403716698183|48007990000|Census Tract 9900|0|160515896|G5020|S|0|160515896
20790214126699|48009020100|Census Tract 201|178567757|4876687|G5020|S|20740214126699|48009020100|Census Tract 201|178567757|4876687|G5020|S|178567757|4876687
20790214126704|48009020200|Census Tract 202|1318726094|40684148|G5020|S|20740214126704|48009020200|Census Tract 202|1318674948|40681361|G5020|S|1318674948|40681361
20790214126704|48009020200|Census Tract 202|1318726094|40684148|G5020|S|20740707449285|48485013800|Census Tract 138|1056661587|8824037|G5020|S|51146|2787
20790214126693|48009020300|Census Tract 203|842214314|12206880|G5020|S|20740214126693|48009020300|Census Tract 203|842214314|12206880|G5020|S|842214314|12206880
20790387591793|48011950100|Census Tract 9501|2354617585|12183672|G5020|S|20740387591793|48011950100|Census Tract 9501|2354617585|12183672|G5020|S|2354617585|12183672
2079015503362667|48013960101|Census Tract 9601.01|160335578|47560|G5020|S|20740214740210|48013960100|Census Tract 9601|972579391|1544055|G5020|S|160332181|47560
2079015503362667|48013960101|Census Tract 9601.01|160335578|47560|G5020|S|20740214740217|48013960401|Census Tract 9604.01|53000733|16221|G5020|S|3397|0
2079015503362654|48013960102|Census Tract 9601.02|812247210|1496495|G5020|S|20740214740210|48013960100|Census Tract 9601|972579391|1544055|G5020|S|812247210|1496495
2079015503362721|48013960203|Census Tract 9602.03|23145811|104778|G5020|S|20740214740203|48013960201|Census Tract 9602.01|224503613|106020|G5020|S|23145811|104778
2079015503362662|48013960204|Census Tract 9602.04|201350574|1242|G5020|S|20740214740203|48013960201|Census Tract 9602.01|224503613|106020|G5020|S|201350574|1242
2079015503362730|48013960205|Census Tract 9602.05|189719889|45932|G5020|S|20740214740203|48013960201|Census Tract 9602.01|224503613|106020|G5020|S|6958|0
2079015503362730|48013960205|Census Tract 9602.05|189719889|45932|G5020|S|20740214740187|48013960202|Census Tract 9602.02|323482741|114525|G5020|S|189712931|45932
2079015503362701|48013960206|Census Tract 9602.06|133769262|68593|G5020|S|20740214740187|48013960202|Census Tract 9602.02|323482741|114525|G5020|S|133769262|68593
20790214740196|48013960300|Census Tract 9603|22546121|103296|G5020|S|20740214740187|48013960202|Census Tract 9602.02|323482741|114525|G5020|S|548|0
20790214740196|48013960300|Census Tract 9603|22546121|103296|G5020|S|20740214740196|48013960300|Census Tract 9603|22545573|103296|G5020|S|22545573|103296
20790214740217|48013960401|Census Tract 9604.01|52997336|16221|G5020|S|20740214740217|48013960401|Census Tract 9604.01|53000733|16221|G5020|S|52997336|16221
2079015503362657|48013960403|Census Tract 9604.03|12809309|13142|G5020|S|20740214740168|48013960402|Census Tract 9604.02|56965465|51159|G5020|S|12809309|13142
2079015503362632|48013960404|Census Tract 9604.04|44156156|38017|G5020|S|20740214740168|48013960402|Census Tract 9604.02|56965465|51159|G5020|S|44156156|38017
20790214740178|48013960500|Census Tract 9605|693240229|661366|G5020|S|20740214740203|48013960201|Census Tract 9602.01|224503613|106020|G5020|S|68|0
20790214740178|48013960500|Census Tract 9605|693240229|661366|G5020|S|20740214740178|48013960500|Census Tract 9605|693242921|661366|G5020|S|693240161|661366
2079015503362563|48013960601|Census Tract 9606.01|125024147|126133|G5020|S|20740214740160|48013960600|Census Tract 9606|812279141|2399069|G5020|S|125024147|126133
2079015503362594|48013960602|Census Tract 9606.02|687254994|2272936|G5020|S|20740214740160|48013960600|Census Tract 9606|812279141|2399069|G5020|S|687254994|2272936
20790215473509|48015760100|Census Tract 7601|175464097|2257588|G5020|S|20740215473509|48015760100|Census Tract 7601|175464097|2257616|G5020|S|175464097|2257588
2079015487955929|48015760201|Census Tract 7602.01|72656255|1891572|G5020|S|20740215473496|48015760200|Census Tract 7602|150815325|4046877|G5020|S|72656255|1891572
2079015487955744|48015760202|Census Tract 7602.02|78159070|2155333|G5020|S|20740215473509|48015760100|Census Tract 7601|175464097|2257616|G5020|S|0|28
2079015487955744|48015760202|Census Tract 7602.02|78159070|2155333|G5020|S|20740215473496|48015760200|Census Tract 7602|150815325|4046877|G5020|S|78159070|2155305
2079015487955844|48015760301|Census Tract 7603.01|104785413|1317743|G5020|S|20740215473472|48015760300|Census Tract 7603|359565949|5304821|G5020|S|104785413|1317743
2079015487956041|48015760302|Census Tract 7603.02|254780536|3987078|G5020|S|20740215473472|48015760300|Census Tract 7603|359565949|5304821|G5020|S|254780536|3987078
20790215473484|48015760400|Census Tract 7604|492258783|4987939|G5020|S|20740215473484|48015760400|Census Tract 7604|492258783|4987939|G5020|S|492258783|4987939
207903696082708|48015760501|Census Tract 7605.01|284292467|3796743|G5020|S|207403696082708|48015760501|Census Tract 7605.01|284292467|3796743|G5020|S|284292467|3796743
207903696082248|48015760502|Census Tract 7605.02|212019259|5202218|G5020|S|207403696082248|48015760502|Census Tract 7605.02|212033780|5202371|G5020|S|212019259|5202218
2079015503611267|48017950101|Census Tract 9501.01|43343429|0|G5020|S|20740215794982|48017950100|Census Tract 9501|2141847187|1775275|G5020|S|43343429|0
2079015503611249|48017950102|Census Tract 9501.02|2098503758|1775275|G5020|S|20740215794982|48017950100|Census Tract 9501|2141847187|1775275|G5020|S|2098503758|1775275
207903717170991|48019000101|Census Tract 1.01|227814472|898645|G5020|S|207403717170991|48019000101|Census Tract 1.01|227814472|898645|G5020|S|227814472|898645
2079015502004278|48019000103|Census Tract 1.03|230012711|1454673|G5020|S|207403717170986|48019000102|Census Tract 1.02|323962971|1861338|G5020|S|230012711|1454673
2079015502004345|48019000104|Census Tract 1.04|93950260|406665|G5020|S|207403717170986|48019000102|Census Tract 1.02|323962971|1861338|G5020|S|93950260|406665
20790216421318|48019000200|Census Tract 2|1232934256|3020792|G5020|S|20740216421318|48019000200|Census Tract 2|1232847826|3020792|G5020|S|1232847826|3020792
20790216421318|48019000200|Census Tract 2|1232934256|3020792|G5020|S|20740365574706|48385950100|Census Tract 9501|1810899309|2346259|G5020|S|86430|0
2079015502004317|48019000301|Census Tract 3.01|89078846|2739141|G5020|S|20740216421302|48019000300|Census Tract 3|242941157|2934240|G5020|S|89078846|2739141
2079015502004357|48019000302|Census Tract 3.02|153862311|195099|G5020|S|20740216421302|48019000300|Census Tract 3|242941157|2934240|G5020|S|153862311|195099
20790216421310|48019000400|Census Tract 4|21011031|8576407|G5020|S|20740216421310|48019000400|Census Tract 4|21011031|8576407|G5020|S|21011031|8576407
2079015504224722|48021950101|Census Tract 9501.01|202719187|2012208|G5020|S|20740477366469|48021950100|Census Tract 9501|391720869|2836003|G5020|S|202658714|2012208
2079015504224722|48021950101|Census Tract 9501.01|202719187|2012208|G5020|S|207403717221074|48453002210|Census Tract 22.10|81429319|116901|G5020|S|60473|0
2079015504224720|48021950102|Census Tract 9501.02|189075773|823795|G5020|S|20740477366469|48021950100|Census Tract 9501|391720869|2836003|G5020|S|189062155|823795
2079015504224720|48021950102|Census Tract 9501.02|189075773|823795|G5020|S|207403717178796|48021950502|Census Tract 9505.02|343814959|5413535|G5020|S|13618|0
2079015504224750|48021950201|Census Tract 9502.01|14953646|10329|G5020|S|20740477366470|48021950200|Census Tract 9502|37068571|31442|G5020|S|14953646|10329
2079015504224724|48021950202|Census Tract 9502.02|22114925|21113|G5020|S|20740477366470|48021950200|Census Tract 9502|37068571|31442|G5020|S|22114925|21113
2079015504224728|48021950301|Census Tract 9503.01|84418179|1980588|G5020|S|20740477366465|48021950300|Census Tract 9503|347647022|3596115|G5020|S|84400539|1980588
2079015504224728|48021950301|Census Tract 9503.01|84418179|1980588|G5020|S|20740477366461|48021950400|Census Tract 9504|44914627|885837|G5020|S|17640|0
2079015504224752|48021950302|Census Tract 9503.02|137936963|1107199|G5020|S|20740477366465|48021950300|Census Tract 9503|347647022|3596115|G5020|S|137936963|1107199
2079015504224757|48021950303|Census Tract 9503.03|124062215|436047|G5020|S|20740477366465|48021950300|Census Tract 9503|347647022|3596115|G5020|S|124062215|436047
2079015504224755|48021950401|Census Tract 9504.01|23713749|301372|G5020|S|20740477366461|48021950400|Census Tract 9504|44914627|885837|G5020|S|23344989|301372
2079015504224755|48021950401|Census Tract 9504.01|23713749|301372|G5020|S|207403717178805|48021950501|Census Tract 9505.01|163675370|782870|G5020|S|368760|0
2079015504224747|48021950402|Census Tract 9504.02|8108342|175632|G5020|S|20740477366461|48021950400|Census Tract 9504|44914627|885837|G5020|S|8108342|175632
2079015504224726|48021950403|Census Tract 9504.03|14645694|447508|G5020|S|20740477366465|48021950300|Census Tract 9503|347647022|3596115|G5020|S|1247305|72281
2079015504224726|48021950403|Census Tract 9504.03|14645694|447508|G5020|S|20740477366461|48021950400|Census Tract 9504|44914627|885837|G5020|S|13398389|375227
2079015504224773|48021950503|Census Tract 9505.03|211036992|1196031|G5020|S|207403717178796|48021950502|Census Tract 9505.02|343814959|5413535|G5020|S|211036992|1196031
2079015504224775|48021950504|Census Tract 9505.04|132809616|4251110|G5020|S|20740477366461|48021950400|Census Tract 9504|44914627|885837|G5020|S|45267|33606
2079015504224775|48021950504|Census Tract 9505.04|132809616|4251110|G5020|S|207403717178796|48021950502|Census Tract 9505.02|343814959|5413535|G5020|S|132764349|4217504
2079015504224771|48021950505|Census Tract 9505.05|110428095|289693|G5020|S|207403717178805|48021950501|Census Tract 9505.01|163675370|782870|G5020|S|110428095|289693
2079015504224800|48021950506|Census Tract 9505.06|52878515|493177|G5020|S|207403717178805|48021950501|Census Tract 9505.01|163675370|782870|G5020|S|52878515|493177
2079015504224777|48021950601|Census Tract 9506.01|427525792|2044114|G5020|S|20740477366472|48021950600|Census Tract 9506|629219295|4223122|G5020|S|427525792|2044114
2079015504224795|48021950602|Census Tract 9506.02|201782534|2176607|G5020|S|20740477366472|48021950600|Census Tract 9506|629219295|4223122|G5020|S|201675771|2176607
2079015504224795|48021950602|Census Tract 9506.02|201782534|2176607|G5020|S|20740477366474|48021950700|Census Tract 9507|25439459|825217|G5020|S|106763|0
20790477366474|48021950700|Census Tract 9507|25350428|827618|G5020|S|20740477366472|48021950600|Census Tract 9506|629219295|4223122|G5020|S|17732|2401
20790477366474|48021950700|Census Tract 9507|25350428|827618|G5020|S|20740477366474|48021950700|Census Tract 9507|25439459|825217|G5020|S|25332696|825217
2079015504224905|48021950803|Census Tract 9508.03|19081753|33765|G5020|S|207403717178802|48021950801|Census Tract 9508.01|140266663|183040|G5020|S|19081753|33765
2079015504224875|48021950804|Census Tract 9508.04|121184910|149275|G5020|S|207403717178802|48021950801|Census Tract 9508.01|140266663|183040|G5020|S|121184910|149275
2079015504224782|48021950805|Census Tract 9508.05|58565249|177412|G5020|S|207403717178800|48021950802|Census Tract 9508.02|176672741|232603|G5020|S|58565249|177412
2079015504224858|48021950806|Census Tract 9508.06|118107492|55191|G5020|S|207403717178800|48021950802|Census Tract 9508.02|176672741|232603|G5020|S|118107492|55191
2079015503611512|48023950301|Census Tract 9503.01|62115489|432177|G5020|S|207403703849340|48023950300|Census Tract 9503|2246764583|86991035|G5020|S|62115489|432177
2079015503611495|48023950302|Census Tract 9503.02|2184649094|86558858|G5020|S|207403703849340|48023950300|Census Tract 9503|2246764583|86991035|G5020|S|2184649094|86558858
20790218425438|48025950100|Census Tract 9501|601830008|112713|G5020|S|20740218425438|48025950100|Census Tract 9501|601830008|112713|G5020|S|601830008|112713
207903718029603|48025950201|Census Tract 9502.01|388291567|13771|G5020|S|207403718029603|48025950201|Census Tract 9502.01|388144089|13771|G5020|S|388144089|13771
207903718029603|48025950201|Census Tract 9502.01|388291567|13771|G5020|S|207403718029602|48025950202|Census Tract 9502.02|850755521|56360|G5020|S|147478|0
2079015503510416|48025950203|Census Tract 9502.03|371933686|0|G5020|S|207403718029602|48025950202|Census Tract 9502.02|850755521|56360|G5020|S|371933686|0
2079015503510478|48025950204|Census Tract 9502.04|478674357|56360|G5020|S|207403718029602|48025950202|Census Tract 9502.02|850755521|56360|G5020|S|478674357|56360
20790218425385|48025950300|Census Tract 9503|10582278|0|G5020|S|20740218425385|48025950300|Census Tract 9503|10619560|0|G5020|S|10582278|0
20790218425404|48025950400|Census Tract 9504|4764117|0|G5020|S|20740218425385|48025950300|Census Tract 9503|10619560|0|G5020|S|37282|0
20790218425404|48025950400|Census Tract 9504|4764117|0|G5020|S|20740218425404|48025950400|Census Tract 9504|4726835|0|G5020|S|4726835|0
2079015503510493|48025950501|Census Tract 9505.01|4072045|0|G5020|S|20740218425419|48025950500|Census Tract 9505|9627613|0|G5020|S|4072045|0
2079015503510488|48025950502|Census Tract 9505.02|5555568|0|G5020|S|20740218425419|48025950500|Census Tract 9505|9627613|0|G5020|S|5555568|0
20790218425454|48025950600|Census Tract 9506|414105861|63565|G5020|S|20740218425454|48025950600|Census Tract 9506|414105861|63565|G5020|S|414105861|63565
2079015503987770|48027020101|Census Tract 201.01|79874377|775528|G5020|S|20740478149896|48027020100|Census Tract 201|365424348|2467733|G5020|S|79874377|775528
2079015503987530|48027020102|Census Tract 201.02|286452291|1700940|G5020|S|20740478149896|48027020100|Census Tract 201|365424348|2467733|G5020|S|285483303|1691230
2079015503987530|48027020102|Census Tract 201.02|286452291|1700940|G5020|S|207403717201264|48027020402|Census Tract 204.02|56009420|336765|G5020|S|968988|9710
207903717201471|48027020201|Census Tract 202.01|19637548|5947273|G5020|S|207403717201471|48027020201|Census Tract 202.01|19637548|5949766|G5020|S|19637548|5946976
207903717201471|48027020201|Census Tract 202.01|19637548|5947273|G5020|S|207403717201445|48027020202|Census Tract 202.02|187934492|31639561|G5020|S|0|297
2079015503987405|48027020203|Census Tract 202.03|34753805|18504375|G5020|S|207403717201471|48027020201|Census Tract 202.01|19637548|5949766|G5020|S|0|2790
2079015503987405|48027020203|Census Tract 202.03|34753805|18504375|G5020|S|207403717201445|48027020202|Census Tract 202.02|187934492|31639561|G5020|S|34753805|18501585
2079015503987764|48027020204|Census Tract 202.04|153180687|13137679|G5020|S|207403717201445|48027020202|Census Tract 202.02|187934492|31639561|G5020|S|153180687|13137679
2079015503987417|48027020301|Census Tract 203.01|18857868|225363|G5020|S|20740478150049|48027020300|Census Tract 203|63222367|335362|G5020|S|18857868|225363
2079015503987452|48027020302|Census Tract 203.02|44364499|109999|G5020|S|20740478150049|48027020300|Census Tract 203|63222367|335362|G5020|S|44364499|109999
207903717201723|48027020401|Census Tract 204.01|30728218|132001|G5020|S|207403717201723|48027020401|Census Tract 204.01|30728218|132001|G5020|S|30728218|132001
207903717201264|48027020402|Census Tract 204.02|55107100|328030|G5020|S|20740478149896|48027020100|Census Tract 201|365424348|2467733|G5020|S|66668|975
207903717201264|48027020402|Census Tract 204.02|55107100|328030|G5020|S|207403717201264|48027020402|Census Tract 204.02|56009420|336765|G5020|S|55040432|327055
20790478150098|48027020500|Census Tract 205|4463164|2569|G5020|S|20740478150098|48027020500|Census Tract 205|4463164|2569|G5020|S|4463164|2569
20790478150103|48027020600|Census Tract 206|2583016|0|G5020|S|20740478150103|48027020600|Census Tract 206|2583016|0|G5020|S|2583016|0
20790478150108|48027020701|Census Tract 207.01|1640252|0|G5020|S|20740478150108|48027020701|Census Tract 207.01|1517329|0|G5020|S|1517329|0
20790478150108|48027020701|Census Tract 207.01|1640252|0|G5020|S|20740478150113|48027020702|Census Tract 207.02|3708138|0|G5020|S|122923|0
20790478150113|48027020702|Census Tract 207.02|3572112|0|G5020|S|20740478150113|48027020702|Census Tract 207.02|3708138|0|G5020|S|3572112|0
20790478150059|48027020800|Census Tract 208|31044908|100928|G5020|S|20740478150113|48027020702|Census Tract 207.02|3708138|0|G5020|S|13103|0
20790478150059|48027020800|Census Tract 208|31044908|100928|G5020|S|20740478150059|48027020800|Census Tract 208|31032043|100928|G5020|S|31031805|100928
20790478150065|48027020900|Census Tract 209|12710184|92205|G5020|S|20740478150059|48027020800|Census Tract 208|31032043|100928|G5020|S|238|0
20790478150065|48027020900|Census Tract 209|12710184|92205|G5020|S|20740478150065|48027020900|Census Tract 209|12709946|92205|G5020|S|12709946|92205
20790478150119|48027021000|Census Tract 210|3683103|6726|G5020|S|20740478150119|48027021000|Census Tract 210|3683103|6726|G5020|S|3683103|6726
2079015503987467|48027021101|Census Tract 211.01|2189901|0|G5020|S|20740478150126|48027021100|Census Tract 211|4043076|0|G5020|S|2189901|0
2079015503987650|48027021102|Census Tract 211.02|1853175|0|G5020|S|20740478150126|48027021100|Census Tract 211|4043076|0|G5020|S|1853175|0
20790478150133|48027021201|Census Tract 212.01|3966479|3553|G5020|S|20740478150133|48027021201|Census Tract 212.01|3980418|3553|G5020|S|3966479|3553
20790478150139|48027021202|Census Tract 212.02|4052655|142610|G5020|S|20740478150133|48027021201|Census Tract 212.01|3980418|3553|G5020|S|13939|0
20790478150139|48027021202|Census Tract 212.02|4052655|142610|G5020|S|20740478150139|48027021202|Census Tract 212.02|4038716|142610|G5020|S|4038716|142610
20790478150071|48027021203|Census Tract 212.03|15143634|161622|G5020|S|20740478150071|48027021203|Census Tract 212.03|15150563|173956|G5020|S|15143634|161622
20790478150082|48027021301|Census Tract 213.01|2743231|0|G5020|S|20740478150082|48027021301|Census Tract 213.01|2743231|0|G5020|S|2743231|0
20790478150087|48027021302|Census Tract 213.02|3417424|20121|G5020|S|20740478150087|48027021302|Census Tract 213.02|3417424|20121|G5020|S|3417424|20121
2079015503987469|48027021304|Census Tract 213.04|3825951|93|G5020|S|20740478150152|48027021303|Census Tract 213.03|20527753|251827|G5020|S|3825951|93
2079015503987472|48027021305|Census Tract 213.05|16730872|251734|G5020|S|20740478150152|48027021303|Census Tract 213.03|20527753|251827|G5020|S|16701802|251734
2079015503987472|48027021305|Census Tract 213.05|16730872|251734|G5020|S|20740478150092|48027021400|Census Tract 214|93809843|944172|G5020|S|29070|0
20790478150092|48027021400|Census Tract 214|93780773|944172|G5020|S|20740478150092|48027021400|Census Tract 214|93809843|944172|G5020|S|93780773|944172
2079015503987455|48027021501|Census Tract 215.01|9625901|446798|G5020|S|20740478150071|48027021203|Census Tract 212.03|15150563|173956|G5020|S|6929|12334
2079015503987455|48027021501|Census Tract 215.01|9625901|446798|G5020|S|20740478149867|48027021500|Census Tract 215|60710515|1032875|G5020|S|9618972|434464
2079015503987549|48027021502|Census Tract 215.02|51041686|594097|G5020|S|20740478149867|48027021500|Census Tract 215|60710515|1032875|G5020|S|51041686|594097
20790478149874|48027021601|Census Tract 216.01|12981276|134156|G5020|S|20740478149867|48027021500|Census Tract 215|60710515|1032875|G5020|S|49857|0
20790478149874|48027021601|Census Tract 216.01|12981276|134156|G5020|S|20740478149874|48027021601|Census Tract 216.01|12931419|134782|G5020|S|12931419|134156
